Year,Quarter,MeasurementVar,MeasurementLevel,MeasurementType,Geography,HouseholdType,Sex,Age,CharacteristicVar,Characteristic,Estimate,StandardError,UnweightedCount
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,oa_sup11,Urbanites,48.27421487,2.426057453,679
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,pub3,Less than once a week,48.01093824,1.703066868,1464
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,pub3,None,51.85789142,1.387524985,2239
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,pub3,Once a week or more often,43.67747496,2.680166911,624
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,r10sec4a,Full-time students,63.46443317,5.451787536,139
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,r10sec4a,Intermediate occs,48.23226051,2.275204753,786
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,r10sec4a,Managerial and professional occs,47.4260841,1.506435417,1881
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,r10sec4a,Never worked and long term unemployed,55.59339427,5.05418347,178
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,r10sec4a,Not classified,59.52603051,6.070719569,97
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,r10sec4a,Routine and manual occs,49.71595724,1.957257109,1249
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,remploy2a,Economically inactive,50.57401234,2.605837681,638
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,remploy2a,Economically inactive: long-term/temp sick/ill,38.43363609,5.437799965,157
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,remploy2a,Economically inactive: looking after family/home,54.9681286,3.48400577,318
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,remploy2a,Economically inactive: other,51.11836881,6.809531148,86
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,remploy2a,Economically inactive: retired,[x],[x],[x]
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,remploy2a,Economically inactive: student,60.34132593,7.537141158,73
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,remploy2a,Employed,49.25544479,1.115662578,3587
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,remploy2a,Unemployed,41.87619681,7.905561533,95
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,rural3,Rural,53.33984968,2.797057819,497
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,rural3,Urban,48.65512885,1.119786071,3833
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,sex,Female,50.06504971,1.368048405,2369
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,sex,Male,48.40048372,1.49707434,1961
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,struct4,Children,50.25805665,1.729748518,1196
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,struct4,Lone parent,44.9768514,2.950451589,425
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,struct4,No children,49.07146283,1.339128274,2709
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,tenharm,Owners,45.35845242,1.521712997,1712
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,tenharm,Private rented sector,53.48475402,1.577949285,1845
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,tenharm,Renters,52.08424463,1.357195927,2568
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,tenharm,Social rented sector,47.44195444,2.55744885,723
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,Total,Total,49.22194096,1.038725494,4330
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,tothhin4,"10,400 -20,799",52.33146753,3.320211502,477
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,tothhin4,"20,800 -31,199",52.51240141,2.636139971,652
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,tothhin4,"31,200-41,599",47.28746285,2.793368211,525
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,tothhin4,"41,600 -51,999",51.93171378,2.772110434,536
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,tothhin4,"52,000 or more",46.66127234,1.75317577,1222
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,tothhin4,No income stated or not enough information provided,40.73409725,9.554931253,38
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,tothhin4,"Up to 10,399",53.20349743,6.09946845,146
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,weekday2,3-7 hours,47.75248616,2.044803051,1114
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,weekday2,7 plus hrs,49.91066225,1.45684949,2056
2024,4,catt2,Person,Perception,England and Wales, ,All people,25-34,weekday2,Less than 3 hrs,49.26349465,1.891725803,1140
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,accharm3,Detached house,48.02146251,2.063975828,767
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,accharm3,Flats/maisonettes,51.79566843,2.128862529,1008
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,accharm3,House,49.29257511,0.992364015,4194
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,accharm3,Semi-detached house,50.59169239,1.536934822,1605
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,accharm3,Terraced house,48.68022914,1.585360811,1822
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,agegrp7,35-44,49.69519771,0.91344613,5215
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,clubno,1-3 times,43.05029017,4.194351261,213
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,clubno,4+ times,36.42335899,14.01518072,25
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,clubno,None,50.02893671,0.94055746,4973
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,depremp19,20% least deprived,54.82849715,2.04136977,749
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,depremp19,20% most deprived,47.76932771,1.84844544,1400
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,depremp19,Deciles 3 - 8,48.16183331,1.214212759,2748
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,educatlvl,Apprenticeship or A/AS level,46.15306406,2.383122189,722
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,educatlvl,Degree or diploma,50.22590484,1.146043451,3120
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,educatlvl,None,55.4964774,2.763550145,542
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,educatlvl,O level/GCSE,45.86060343,2.591887433,603
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,educatlvl,Other,52.17049924,4.613359391,188
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,gor,East Midlands,45.63389602,2.720717609,498
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,gor,East of England,53.21910068,2.576337329,570
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,gor,England,49.35214964,0.938445347,4897
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,gor,London,52.67320288,2.35123567,804
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,gor,North East,44.41182773,4.231240296,264
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,gor,North West,50.93054124,2.485121101,709
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,gor,South East,51.15326558,2.521807373,606
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,gor,South West,49.00114334,3.167253523,405
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,gor,Wales,56.28306442,3.940856562,318
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,gor,West Midlands,47.50818041,3.218490007,490
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,gor,Yorkshire and The Humber,41.67928107,2.801424804,551
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,illONS,Disability/illness ONS,40.22472573,2.41171373,681
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,incivgrp,High,50.19734568,3.46567206,374
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,incivgrp,Low,49.63958279,0.944133117,4823
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,livharm1a,Cohabiting,43.49251186,2.476551753,564
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,livharm1a,Divorced/Legally dissolved partnership,46.92646234,4.247521843,239
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,livharm1a,Living as a couple,50.20630642,1.064891738,3318
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,livharm1a,Married/civil partnered,51.5372174,1.144912215,2754
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,livharm1a,Not living as a couple,47.85090561,1.611316326,1860
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,livharm1a,Separated,55.54878275,4.826986766,167
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,livharm1a,Single,47.56092789,1.868644449,1435
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,livharm1a,Widowed,22.80491174,9.81396389,19
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,nsethgrp,Asian/Asian British,55.21425129,2.471993047,721
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,nsethgrp,Black/African/Caribbean/Black British,62.48121004,3.134726103,364
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,nsethgrp,Mixed/multiple ethnic groups,55.05215538,6.147975076,108
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,nsethgrp,Other ethnic group,65.04081583,5.318567163,117
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,nsethgrp,White,46.83075933,1.005569575,3892
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,oa_sup11,Constrained city dwellers,45.65304165,2.881601577,455
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,oa_sup11,Cosmopolitans,49.4618917,3.999730719,263
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,oa_sup11,Ethnicity central,48.94080482,3.100276252,460
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,oa_sup11,Hard-pressed living,47.03427653,1.958516952,1114
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,oa_sup11,Multicultural metropolitans,54.23586509,2.252739334,950
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,oa_sup11,Rural residents,50.16674463,2.972120138,367
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,oa_sup11,Suburbanites,48.41047308,2.074361146,696
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,oa_sup11,Urbanites,50.75200989,2.144627699,910
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,pub3,Less than once a week,49.17935894,1.572589128,1693
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,pub3,None,50.91164385,1.222625359,2975
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,pub3,Once a week or more often,45.0448657,2.761349973,540
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,r10sec4a,Full-time students,50.92394762,8.346058389,69
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,r10sec4a,Intermediate occs,50.59124787,1.989322118,1024
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,r10sec4a,Managerial and professional occs,48.22497992,1.283150218,2352
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,r10sec4a,Never worked and long term unemployed,54.30479137,4.14745258,234
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,r10sec4a,Not classified,52.5283343,5.811278011,140
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,r10sec4a,Routine and manual occs,50.79948749,1.697479643,1396
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,remploy2a,Economically inactive,46.64414855,2.41467453,725
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,remploy2a,Economically inactive: long-term/temp sick/ill,35.47438425,3.841874099,257
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,remploy2a,Economically inactive: looking after family/home,51.80049896,3.400394167,336
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,remploy2a,Economically inactive: other,47.21185473,7.068956349,86
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,remploy2a,Economically inactive: retired,[x],[x],[x]
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,remploy2a,Economically inactive: student,56.75605688,10.91970417,39
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,remploy2a,Employed,49.98404026,0.960163175,4372
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,remploy2a,Unemployed,52.84480784,6.062460847,101
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,rural3,Rural,50.24756332,2.313862349,730
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,rural3,Urban,49.60030535,0.996540409,4485
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,sex,Female,49.00778299,1.183490535,2863
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,sex,Male,50.39320182,1.29389498,2352
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,struct4,Children,49.75069133,1.181762114,2668
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,struct4,Lone parent,49.27806361,2.518400886,563
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,struct4,No children,49.66529104,1.52253092,1984
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,tenharm,Owners,46.92664848,1.13492831,2806
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,tenharm,Private rented sector,56.4176718,1.719652698,1429
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,tenharm,Renters,53.83284542,1.386001624,2348
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,tenharm,Social rented sector,49.0775468,2.259574445,919
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,Total,Total,49.69519771,0.91344613,5215
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,tothhin4,"10,400 -20,799",45.92122681,2.876438528,542
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,tothhin4,"20,800 -31,199",54.58386238,2.475386737,745
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,tothhin4,"31,200-41,599",52.39787514,2.527840299,573
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,tothhin4,"41,600 -51,999",45.65552675,2.572353225,625
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,tothhin4,"52,000 or more",47.20163509,1.405392205,1648
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,tothhin4,No income stated or not enough information provided,57.79623942,7.348015634,56
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,tothhin4,"Up to 10,399",60.94769869,4.772835967,179
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,weekday2,3-7 hours,48.67566098,1.688752645,1411
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,weekday2,7 plus hrs,51.20382485,1.326644755,2317
2024,4,catt2,Person,Perception,England and Wales, ,All people,35-44,weekday2,Less than 3 hrs,48.19624155,1.736997707,1465
2024,4,catt2,Person,Perception,England and Wales, ,All people,45-54,accharm3,Detached house,45.62503644,1.944023521,929
